ID,Name_lang,Description_lang,MinLevel,MaxLevel,TypeID,Subtype,Faction,IconTextureFileID,RewardsBgTextureFileID,PopupBgTextureFileID,ExpansionLevel,MapID,DifficultyID,MinGear,Group_ID,Order_index,Required_player_condition_ID,Field_1_15_8_63829_017,Field_1_15_8_63829_018,Field_1_15_8_63829_019,Random_ID,ScenarioID,FinalEncounterID,Count_tank,Count_healer,Count_damage,Min_count_tank,Min_count_healer,Min_count_damage,Max_premade_count_tank,Max_premade_count_healer,Max_premade_count_damage,Bonus_reputation_amount,Field_5_5_4_67090_033,Field_5_5_4_67090_034,Flags_0,Flags_1
151,暗影迷宫,,69,75,1,1,-1,136323,0,0,1,555,1,0,2,0,0,70,69,75,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
152,地狱火半岛,,57,66,4,0,-1,136348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,赞加沼泽,,58,67,4,0,-1,136348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,泰罗卡森林,,60,68,4,0,-1,136348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,纳格兰,,62,70,4,0,-1,136348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,影月谷,,65,73,4,0,-1,136348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,刀锋山,,63,71,4,0,-1,136348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,虚空风暴,,65,73,4,0,-1,136348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,纳克萨玛斯,,80,83,2,2,-1,136347,0,0,2,533,3,90,8,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,安其拉废墟,,60,83,2,2,-1,136320,0,0,0,509,148,0,6,0,0,60,60,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,安其拉神殿,,60,83,2,2,-1,136321,0,0,0,531,9,0,6,0,0,60,60,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"血色修道院 - 军械库",,34,42,1,1,-1,136354,0,0,0,189,1,0,1,0,0,36,34,42,258,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
164,"血色修道院 - 教堂",,37,45,1,1,-1,136354,0,0,0,189,1,0,1,0,0,39,37,45,258,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
165,"血色修道院 - 图书馆",,32,40,1,1,-1,136354,0,0,0,189,1,0,1,0,0,34,32,40,258,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
166,永歌森林,,1,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,秘蓝岛,,1,14,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,幽魂之地,,8,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,秘血岛,,8,24,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,逃离敦霍尔德,,66,73,1,1,-1,136330,0,0,1,560,1,0,2,0,6022,69,66,73,259,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
171,黑色沼泽,,69,75,1,1,-1,136330,0,0,1,269,1,0,2,0,6023,70,69,75,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
172,能源舰,,70,75,1,1,-1,136362,0,0,1,554,1,0,2,0,0,70,70,75,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
173,生态船,,70,75,1,1,-1,136362,0,0,1,553,1,0,2,0,0,70,70,75,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
174,禁魔监狱,,70,75,1,1,-1,136362,0,0,1,552,1,0,2,0,0,70,70,75,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
175,卡拉赞,,70,83,2,2,-1,136343,0,0,1,532,3,0,7,0,0,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,玛瑟里顿的巢穴,,70,83,2,2,-1,136340,0,0,1,544,4,0,7,0,0,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,格鲁尔的巢穴,,70,83,2,2,-1,136337,0,0,1,565,4,0,7,0,0,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,奥金尼地穴,,70,75,1,1,-1,136323,0,0,1,558,2,0,3,0,6154,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
179,法力陵墓,,70,75,1,1,-1,136323,0,0,1,557,2,0,3,0,6154,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
180,塞泰克大厅,,70,75,1,1,-1,136323,0,0,1,556,2,0,3,0,6154,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
181,暗影迷宫,,70,75,1,1,-1,136323,0,0,1,555,2,0,3,0,6864,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
182,黑色沼泽,,70,75,1,1,-1,136330,0,0,1,269,2,0,3,0,6147,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
183,逃离敦霍尔德,,70,75,1,1,-1,136330,0,0,1,560,2,0,3,0,6147,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
184,奴隶围栏,,70,75,1,1,-1,136331,0,0,1,547,2,0,3,0,6144,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
185,蒸汽地窟,,70,75,1,1,-1,136331,0,0,1,545,2,0,3,0,6144,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
186,幽暗沼泽,,70,75,1,1,-1,136331,0,0,1,546,2,0,3,0,6144,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
187,鲜血熔炉,,70,75,1,1,-1,136338,0,0,1,542,2,0,3,0,6145,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
188,地狱火城墙,,70,75,1,1,-1,136338,0,0,1,543,2,0,3,0,6145,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
189,破碎大厅,,70,75,1,1,-1,136338,0,0,1,540,2,0,3,0,6145,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
190,禁魔监狱,,70,75,1,1,-1,136362,0,0,1,552,2,0,3,0,6148,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
191,生态船,,70,75,1,1,-1,136362,0,0,1,553,2,0,3,0,6148,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
192,能源舰,,70,75,1,1,-1,136362,0,0,1,554,2,0,3,0,6148,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
193,风暴要塞,,70,83,2,2,-1,136362,0,0,1,550,4,0,7,0,0,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,毒蛇神殿,,70,83,2,2,-1,136356,0,0,1,548,4,0,7,0,0,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,海加尔,,70,83,2,2,-1,136341,0,0,1,534,4,0,7,0,0,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,黑暗神殿,,70,83,2,2,-1,136328,0,0,1,564,4,0,7,0,0,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,祖阿曼,,70,83,2,2,-1,136367,0,0,1,568,3,0,7,0,0,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,魔导师平台,,68,75,1,1,-1,136344,0,0,1,585,1,0,2,0,0,70,70,73,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
199,太阳之井,,70,83,2,2,-1,136361,0,0,1,580,4,0,7,0,0,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,奎尔丹纳斯岛,,69,72,4,0,-1,0,0,0,1,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,魔导师平台,,70,75,1,1,-1,136344,0,0,1,585,2,0,3,0,6728,70,70,75,260,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
202,乌特加德城堡,,68,80,1,1,-1,237605,0,0,2,574,1,0,4,0,0,72,68,79,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
203,乌特加德之巅,,78,80,1,1,-1,237606,0,0,2,575,1,0,4,0,0,80,78,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
204,艾卓-尼鲁布,,72,80,1,1,-1,237593,0,0,2,601,1,0,4,0,0,74,72,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
205,乌特加德之巅,,80,83,1,1,-1,237606,0,0,2,575,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
206,魔环,,78,80,1,1,-1,237603,0,0,2,578,1,0,4,0,0,80,78,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
207,闪电大厅,,78,80,1,1,-1,237598,0,0,2,602,1,0,4,0,0,80,78,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
208,岩石大厅,,76,80,1,1,-1,237599,0,0,2,599,1,0,4,0,0,78,76,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
209,净化斯坦索姆,,78,80,1,1,-1,136330,0,0,2,595,1,0,4,0,0,80,78,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
210,净化斯坦索姆,,80,83,1,1,-1,136330,0,0,2,595,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
211,魔环,,80,83,1,1,-1,237603,0,0,2,578,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
212,闪电大厅,,80,83,1,1,-1,237598,0,0,2,602,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
213,岩石大厅,,80,83,1,1,-1,237599,0,0,2,599,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
214,达克萨隆要塞,,73,80,1,1,-1,237595,0,0,2,600,1,0,4,0,0,75,73,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
215,达克萨隆要塞,,80,83,1,1,-1,237595,0,0,2,600,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
216,古达克,,75,80,1,1,-1,237596,0,0,2,604,1,0,4,0,0,78,75,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
217,古达克,,80,83,1,1,-1,237596,0,0,2,604,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
218,安卡赫特：古代王国,,72,80,1,1,-1,237592,0,0,2,619,1,0,4,0,0,75,72,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
219,安卡赫特：古代王国,,80,83,1,1,-1,237592,0,0,2,619,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
220,紫罗兰监狱,,74,80,1,1,-1,237604,0,0,2,608,1,0,4,0,0,76,74,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
221,紫罗兰监狱,,80,83,1,1,-1,237604,0,0,2,608,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
223,永恒之眼,,80,83,2,2,-1,237600,0,0,2,616,3,90,8,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,黑曜石圣殿,,80,83,2,2,-1,237594,0,0,2,615,3,90,8,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,魔枢,,70,80,1,1,-1,237602,0,0,2,576,1,0,4,0,0,73,70,79,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
226,魔枢,,80,83,1,1,-1,237602,0,0,2,576,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
227,纳克萨玛斯,,80,83,2,2,-1,136347,0,0,2,533,4,90,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,北风苔原,,68,72,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,嚎风峡湾,,68,72,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,灰熊丘陵,,70,74,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,龙骨荒野,,71,75,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,冬拥湖,,77,80,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,祖达克,,73,77,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,索拉查盆地,,75,79,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,风暴峭壁,,77,80,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,冰冠冰川,,77,80,4,0,-1,336390,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,永恒之眼,,80,83,2,2,-1,237600,0,0,2,616,4,90,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,黑曜石圣殿,,80,83,2,2,-1,237594,0,0,2,615,4,90,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,阿尔卡冯的宝库,,80,83,2,2,-1,303841,0,0,2,624,3,90,8,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,阿尔卡冯的宝库,,80,83,2,2,-1,303841,0,0,2,624,4,90,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
