ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,PlayerConditionID,ParentItemID
97086,0,0,-1,0,0,0,483,0,0,1048
97087,0,2,0,-1,-1,0,18797,0,0,871
97089,0,0,-1,-1,-1,0,458,0,0,875
97090,0,2,0,-1,-1,0,8552,0,0,880
97091,0,0,-1,0,0,0,483,0,0,1049
97092,0,0,-1,0,1000,11,5006,0,0,1082
97095,2,1,0,-1,-1,0,18074,0,0,867
97097,0,0,-1,-1,-1,0,483,0,0,1086
97098,0,0,-1,-1,-1,0,483,0,0,1141
97099,0,0,-1,-1,-1,0,483,0,0,1144
97100,0,0,-1,-1,-1,0,483,0,0,1146
97101,0,0,-1,-1,-1,0,483,0,0,1149
97102,0,0,-1,-1,-1,0,483,0,0,1150
97103,0,0,-1,-1,-1,0,483,0,0,1151
97104,0,0,-1,0,1000,11,434,0,0,414
97105,0,0,-1,0,1000,11,435,0,0,422
97106,0,0,-1,-1,-1,0,483,0,0,1087
97107,0,0,-1,-1,-1,0,483,0,0,1088
97108,0,0,-1,0,1000,11,5006,0,0,1017
97109,0,0,-1,0,0,11,7291,0,0,1165
97110,0,0,-1,0,1000,11,433,0,0,961
97111,0,1,0,-1,-1,0,18815,0,0,1168
97112,1,1,0,-1,-1,0,18816,0,0,1168
97113,0,0,-1,-1,-1,4,431,0,0,1267
97114,0,2,0,-1,-1,0,18208,0,0,1265
97115,0,0,-1,-1,-1,0,483,0,0,1084
97116,0,0,-1,-1,-1,0,483,0,0,1085
97117,0,0,-1,-1,-1,0,483,0,0,1089
97118,0,0,-1,-1,-1,0,483,0,0,966
97119,0,0,-1,-1,1000,11,434,0,0,1321
97120,0,0,-1,-1,120000,1153,7396,0,0,1322
97121,0,0,-1,0,1000,11,434,0,0,1113
97122,0,0,-1,0,1000,11,435,0,0,1114
97123,0,0,-1,-1,1000,11,435,0,0,1119
97124,0,0,-10,-1,-1,0,0,0,0,836
97125,0,0,-1,-1,-1,4,432,0,0,1268
97126,0,0,0,-1,-1,0,468,0,0,1122
97127,0,0,0,-1,-1,0,472,0,0,1123
97128,0,0,0,-1,-1,0,471,0,0,1124
97129,0,0,-1,0,60000,24,2120,0,0,1127
97130,0,0,-1,-1,-1,0,0,0,0,951
97131,0,0,-1,1000,-1,0,8118,0,0,954
97132,0,0,-1,-1,-1,0,483,0,0,976
97133,0,0,-1,1000,-1,0,8096,0,0,955
97134,0,0,-1,0,1000,11,433,0,0,761
97135,0,0,-1,-1,-1,0,483,0,0,967
97136,0,0,-1,-1,-1,0,483,0,0,968
97137,0,0,-1,-1,-1,0,483,0,0,973
97138,0,0,-1,-1,-1,0,483,0,0,974
97139,0,0,-1,-1,-1,0,483,0,0,1224
97140,0,0,-1,-1,-1,0,483,0,0,1228
97141,0,0,-1,1000,-1,0,2006,0,0,1176
97142,0,0,-1,-1,-1,0,483,0,0,1091
97143,0,0,-1,-1,-1,0,483,0,0,1092
97144,0,0,-1,-1,-1,0,483,0,0,975
97145,0,0,-1,0,0,0,483,0,0,1053
97146,0,0,-1,0,0,0,483,0,0,1057
97147,0,0,-1,0,0,0,483,0,0,1061
97148,0,0,-1,-1,120000,4,438,0,0,1072
97149,0,2,0,-1,-1,0,13524,0,0,934
97150,0,2,0,-1,-1,0,18138,0,0,937
97151,0,0,0,900000,0,0,18820,0,0,940
97152,0,2,0,-1,-1,0,13752,0,0,869
97153,0,0,-1,0,0,0,483,0,0,1038
97154,0,0,0,30000,-1,0,47,0,0,941
97156,1,1,0,-1,-1,0,18799,0,0,942
97160,0,0,0,-1,-1,0,458,0,0,823
97163,0,0,-1,0,120000,1153,1138,0,0,1703
97164,0,0,-1,60000,30000,29,1139,0,0,1704
97165,0,2,0,-1,-1,0,16401,0,0,1726
97166,0,2,0,-1,-1,0,13528,0,0,1727
97167,0,0,-1,0,60000,4,441,0,0,929
97168,0,0,-1,0,0,0,483,0,0,1029
97169,0,0,-1,0,0,0,483,0,0,1030
97170,0,0,-1,0,0,0,483,0,0,1031
97171,0,0,-1,0,0,0,483,0,0,1032
97172,0,0,-1,0,0,0,483,0,0,1033
97173,0,0,-1,0,0,0,483,0,0,1034
97174,0,0,-1,-1,-1,0,483,0,0,1559
97175,0,0,-1,-1,-1,0,483,0,0,1641
97176,0,0,-1,0,1000,59,1135,0,0,1645
97177,0,0,-1,-1,-1,0,483,0,0,1648
97178,0,0,-1,0,1000,11,0,0,0,1649
97179,0,0,-1,-1,-1,0,483,0,0,1568
97180,0,0,-1,-1,-1,0,483,0,0,1655
97181,0,0,-1,-1,-1,0,483,0,0,1657
97182,0,0,-1,0,0,0,483,0,0,1035
97183,0,0,-1,0,0,0,483,0,0,1037
97184,0,0,-1,-1,3000,330,55884,0,0,1132
97185,0,0,-1,-1,3000,330,55884,0,0,1133
97186,0,0,-1,-1,3000,330,55884,0,0,1134
97187,0,0,-1,0,120000,1153,8070,0,0,1970
97188,0,0,0,60000,-1,0,403,0,0,1914
97189,0,0,-5,-1,-1,0,2352,0,0,1918
97190,0,0,-1,0,60000,24,49512,0,0,1399
97191,0,0,-1,0,300000,28,65,0,0,1400
97192,0,0,-3,1800000,-1,0,365,0,0,1700
97193,0,0,0,300000,0,0,8736,0,0,1933
97194,0,0,-1,-1,-1,0,3366,0,0,2363
97195,0,0,-1,0,0,0,483,0,0,1603
97196,0,0,-1,-1,-1,0,483,0,0,1231
97197,0,0,-1,-1,-1,0,483,0,0,1232
97198,0,0,-1,-1,-1,0,483,0,0,1238
97199,0,0,-1,-1,-1,0,483,0,0,1239
97200,0,0,-1,-1,-1,0,483,0,0,1243
97201,0,0,-1,-1,-1,0,483,0,0,1245
97202,0,2,0,-1,-1,0,18090,0,0,1986
97203,0,0,-1,0,1000,11,433,0,0,2070
97204,0,0,-1,0,0,59,430,0,0,2071
97205,0,0,-1,0,1000,150,746,0,0,1251
97206,0,0,-1,1000,0,0,2352,0,0,1253
97207,0,1,0,0,0,0,758,0,0,1254
97208,1,1,0,0,0,0,23480,0,0,1254
97209,0,0,0,30000,0,0,4960,0,0,1352
97211,0,0,0,30000,30000,24,133,0,0,1258
97212,0,0,-1,-1,-1,0,483,0,0,1334
97213,0,0,-1,-1,-1,0,483,0,0,992
97214,0,0,-1,-1,-1,0,483,0,0,994
97215,0,0,0,-1,-1,0,133,0,0,996
97216,0,2,0,-1,-1,0,89,0,0,997
97217,0,0,-1,-1,-1,0,483,0,0,1004
97218,0,0,-1,0,1000,59,430,0,0,159
97219,0,0,-1,-1,-1,0,483,0,0,3114
97220,0,0,-1,-1,-1,0,483,0,0,1651
97221,0,0,-1,0,60000,24,13424,0,0,1434
97222,0,0,-1,-1,-1,0,483,0,0,1339
97223,0,0,-1,-1,-1,0,483,0,0,1341
97224,0,0,0,60000,30000,22,805,0,0,1350
97225,0,0,-1,-1,-1,0,483,0,0,1567
97226,0,2,0,-1,-1,0,13440,0,0,1481
97227,0,0,-10,0,60000,24,5917,0,0,1191
97228,0,0,-1,-1,-1,0,483,0,0,1246
97229,0,0,-1,-1,-1,0,483,0,0,1250
97230,0,0,-1,-1,-1,0,483,0,0,1554
97231,0,2,0,-1,-1,0,13440,0,0,1482
97233,0,0,-1,0,1000,11,1127,0,0,1487
97234,0,0,-1,-1,-1,0,483,0,0,985
97235,0,0,0,1800000,0,0,12257,0,0,744
97236,0,0,-3,60000,20000,29,370,0,0,1995
97237,0,0,-5,-1,1000,59,5257,0,0,1262
97238,0,0,-10,30000,30000,29,835,0,0,1472
97239,0,1,0,-1,-1,0,19409,0,0,1979
97243,0,0,-1,1000,-1,0,8116,0,0,1477
97244,0,0,-1,1000,-1,0,8094,0,0,1478
97245,0,0,-1,-1,-1,0,483,0,0,1658
97249,0,0,-1,-1,-1,0,483,0,0,1886
97250,0,0,-1,-1,1000,11,434,0,0,1326
97251,0,0,-1,0,1000,11,1127,0,0,1707
97252,0,0,-1,0,1000,59,1133,0,0,1708
97254,0,0,-1,-1,-1,0,483,0,0,1676
97255,0,0,-1,-1,-1,0,483,0,0,3090
97256,0,2,0,-1,-1,0,18211,0,0,1982
97257,0,0,-5,120000,0,0,706,0,0,1612
97258,0,0,-1,0,0,0,483,0,0,1619
97259,0,0,-3,1800000,-1,0,955,0,0,1622
97260,0,0,-1,0,0,0,483,0,0,1597
97261,0,2,0,-1,-1,0,18086,0,0,1728
97262,0,0,-1,-1,-1,0,483,0,0,1229
97263,0,0,-1,-1,-1,0,9437,0,0,7586
97264,0,0,0,60000,-1,0,1152,0,0,2948
97265,0,0,-1,0,3000,79,2374,0,0,2457
97266,0,0,0,60000,-1,0,707,0,0,1444
97267,0,0,0,1800000,0,0,18826,0,0,1447
97268,0,0,-1,0,60000,4,806,0,0,1450
97269,0,0,-1,-1,-1,0,483,0,0,1112
97270,0,0,-1,0,1000,59,431,0,0,1179
97271,0,0,-1,1000,-1,0,8099,0,0,1180
97272,0,0,-1,1000,-1,0,8112,0,0,1181
97273,0,0,-1,-1,-1,0,29475,0,0,23547
97274,0,0,-1,0,1000,11,833,0,0,1401
97275,0,0,-5,0,60000,24,143,0,0,1402
97276,0,0,-10,30000,30000,28,834,0,0,1403
97277,0,0,-1,-1,-1,0,29483,0,0,23548
97278,0,0,-1,-1,-1,0,483,0,0,1328
97279,0,1,0,0,0,0,18097,0,0,1204
97280,0,0,-1,0,1000,59,432,0,0,1205
97281,0,0,-1,0,60000,4,2024,0,0,1710
97282,0,0,-1,1000,-1,0,8100,0,0,1711
97283,0,0,-1,1000,-1,0,8113,0,0,1712
97284,0,0,0,300000,0,0,14053,0,0,1713
97286,0,0,-1,-1,-1,0,483,0,0,1681
97288,0,0,-5,0,300000,28,1152,0,0,1851
97289,0,0,0,60000,-1,0,1139,0,0,1854
97290,0,0,-1,-1,-1,0,483,0,0,1877
97291,0,0,-1,-1,-1,0,3213,0,0,1878
97292,0,0,-1,-1,-1,0,483,0,0,1882
97293,0,0,-1,-1,-1,0,483,0,0,1534
97294,0,2,0,-1,-1,0,16409,0,0,3822
97295,0,0,-1,-1,-1,0,483,0,0,3612
97296,0,0,-1,0,60000,4,2379,0,0,2459
97297,0,0,-1,-1,-1,0,2006,0,0,3438
97298,0,0,-10,30000,-1,0,89,0,0,3441
97299,0,0,-1,0,0,0,483,0,0,4179
97301,0,0,-1,0,1000,11,5004,0,0,2680
97302,0,0,-1,0,1000,11,433,0,0,2681
97303,0,0,-1,0,1000,11,2639,0,0,2682
97304,0,0,-1,0,1000,11,5005,0,0,2683
97306,0,0,-1,-1,-1,0,3366,0,0,3499
97307,0,0,-1,0,1000,11,435,0,0,3770
97308,0,0,-1,0,1000,11,5005,0,0,2684
97309,0,0,-1,-1,-1,0,483,0,0,3118
97312,0,0,-1,1000,-1,0,3112,0,0,3239
97314,0,0,-1,0,1000,11,1127,0,0,3771
97315,0,0,-1,0,1000,59,1133,0,0,3772
97316,0,0,-1,-1,-1,0,483,0,0,3146
97317,0,0,-1,-1,60000,24,700,0,0,3434
97318,0,0,0,-1,-1,0,8913,0,0,2808
97319,0,0,-1,-1,-1,0,3366,0,0,3467
97320,0,0,-1,-1,-1,0,483,0,0,3139
97321,0,0,-1,0,60000,4,3592,0,0,2633
97322,0,0,-1,-1,-1,0,483,0,0,3096
97323,0,0,-1,0,120000,4,708,0,0,3768
97324,0,0,-1,1000,-1,0,2828,0,0,2862
97325,0,0,-1,1000,-1,0,2829,0,0,2863
97326,0,0,-1,0,-1,0,2824,0,0,2893
97327,0,0,-1,0,1000,11,5006,0,0,3665
97328,0,0,-1,-1,-1,0,483,0,0,3097
97329,0,0,-1,-1,-1,0,483,0,0,3098
97330,0,2,0,0,0,0,13440,0,0,2256
97331,0,0,-1,-1,-1,0,483,0,0,3094
97332,0,0,-1,-1,-1,0,483,0,0,3095
97333,0,0,-1,-1,-1,0,483,0,0,3092
97334,0,0,-1,-1,-1,0,483,0,0,3093
97335,0,0,-1,0,0,0,483,0,0,4183
97336,0,0,-1,0,0,0,483,0,0,4185
97337,0,2,0,-1,-1,0,18199,0,0,2299
97338,0,0,-1,-1,-1,0,483,0,0,2406
97339,0,0,-1,-1,-1,0,483,0,0,2407
97340,0,0,-1,-1,-1,0,483,0,0,2408
97341,0,0,-1,-1,-1,0,483,0,0,2409
97342,0,2,0,-1,-1,0,9796,0,0,3687
97343,1,2,0,-1,-1,0,13441,0,0,3687
97344,2,2,0,-1,-1,0,13438,0,0,3687
97346,0,0,-1,0,3000,79,3164,0,0,3391
97348,0,0,-1,0,3000,79,3166,0,0,3383
97349,0,0,-1,0,60000,4,2380,0,0,3384
97350,0,0,-1,0,60000,4,438,0,0,3385
97351,0,0,-10,1800000,-1,0,1459,0,0,1912
97352,0,0,-1,-1,-1,0,483,0,0,4211
97353,0,0,-1,0,0,0,483,0,0,4170
97354,0,0,-1,-1,-1,0,483,0,0,3393
97355,0,0,-1,0,0,79,483,0,0,3394
97356,0,2,0,-1,-1,0,16409,0,0,1387
97357,0,0,-1,0,120000,1153,4071,0,0,4366
97358,0,0,-1,1000,-1,0,4056,0,0,4367
97359,0,0,-1,0,1000,59,11008,0,0,2596
97360,0,0,-1,-1,-1,0,483,0,0,2598
97361,0,0,-1,-1,-1,0,0,0,0,2599
97363,0,0,-1,-1,-1,0,483,0,0,4217
97364,0,0,-1,-1,-1,0,483,0,0,1536
97365,0,0,0,900000,0,0,835,0,0,1404
97366,0,0,-1,-1,-1,0,483,0,0,1571
97367,0,0,-1,0,0,0,483,0,0,1589
97368,0,1,0,-1,-1,0,21142,0,0,3475
97369,0,0,-1,0,600000,4,3680,0,0,3823
97370,0,0,-1,-1,-1,0,483,0,0,3872
97371,0,0,-1,-1,-1,0,483,0,0,3873
97372,0,0,-1,0,0,0,483,0,0,1591
97373,0,0,-1,-1,-1,0,483,0,0,4355
97374,0,0,-1,0,-1,0,2823,0,0,2892
97375,0,0,-1,-1,-1,0,483,0,0,3874
97376,0,0,-1,1000,0,0,2352,0,0,2789
97377,0,0,-1,-1,-1,0,483,0,0,4216
97378,0,0,-1,0,3000,79,2381,0,0,2461
97379,0,0,-1,0,1000,11,5005,0,0,3662
97380,0,0,-1,0,0,0,483,0,0,4171
97381,0,0,-1,-1,-1,0,483,0,0,4356
97382,0,0,-1,-1,-1,0,2352,0,0,2790
97383,0,0,-1,-1,-1,0,2352,0,0,2792
97384,0,0,-1,-1,-1,0,483,0,0,2553
97385,0,0,0,1800000,-1,0,554,0,0,2826
97386,0,0,-1,0,1000,59,432,0,0,2136
97387,0,0,-1,-1,-1,0,483,0,0,3119
97388,0,0,-1,-1,-1,0,483,0,0,3120
97389,0,0,-1,-1,-1,0,483,0,0,3121
97390,0,0,-1,-1,3000,330,55884,0,0,2411
97392,0,1,0,-1,-1,0,29625,0,0,2099
97394,0,0,-1,-1,-1,0,483,0,0,2601
97395,0,0,-1,-1,-1,0,0,0,0,2602
97396,0,0,-1,-1,-1,0,483,0,0,3102
97397,0,0,-1,1000,-1,0,2830,0,0,2871
97398,0,0,-1,1000,-1,0,8119,0,0,2289
97399,0,0,-1,1000,-1,0,8097,0,0,2290
97401,0,0,-1,-1,-1,0,11007,0,0,2686
97402,0,0,-1,0,1000,11,5005,0,0,2687
97404,0,2,0,-1,-1,0,18091,0,0,2000
97406,0,0,-1,0,1000,11,433,0,0,2679
97407,0,0,-1,0,-1,0,11007,0,0,2894
97410,0,0,-1,0,0,0,483,0,0,3132
97411,0,0,-1,-1,-1,0,483,0,0,2881
97414,0,2,0,-1,-1,0,14119,0,0,2263
97415,0,0,-1,0,0,0,483,0,0,3130
97418,0,0,-1,-1,-1,0,483,0,0,2698
97419,0,0,-1,0,0,0,483,0,0,3127
97420,0,0,-1,0,1000,59,431,0,0,2288
97421,0,0,0,60000,-1,0,109,0,0,3015
97422,0,2,0,-1,-1,0,18217,0,0,2205
97423,0,2,0,-1,-1,0,17153,0,0,2291
97424,0,0,-1,0,0,0,483,0,0,3129
97425,0,0,-1,-1,-1,0,483,0,0,2404
97426,0,0,-1,-1,-1,0,483,0,0,2405
97427,0,0,-1,0,0,0,483,0,0,3133
97428,0,0,-1,-1,-1,0,483,0,0,3134
97430,0,0,-1,0,1000,59,11007,0,0,2723
97431,0,0,-1,-1,-1,0,483,0,0,3089
97432,0,0,-1,-1,-1,0,483,0,0,3611
97433,0,1,0,-1,-1,0,29501,0,0,2824
97434,0,1,0,-1,-1,0,29624,0,0,2825
97435,0,2,0,-1,-1,0,18205,0,0,3194
97437,0,0,0,1800000,0,0,14530,0,0,2820
97438,0,0,-1,-1,-1,0,483,0,0,3866
97439,0,0,-1,-1,-1,0,483,0,0,3868
97440,0,0,-1,-1,-1,0,483,0,0,3123
97441,0,0,-1,-1,-1,0,483,0,0,3124
97442,0,0,-1,0,0,0,483,0,0,3125
97443,0,0,-1,0,0,0,483,0,0,3126
97444,0,0,0,600000,0,0,13744,0,0,2802
97445,0,0,0,1800000,-1,0,0,0,0,2804
97446,0,0,-1,-1,-1,0,483,0,0,3140
97447,0,0,-1,0,1000,11,5004,0,0,2888
97448,0,0,-1,-1,-1,0,483,0,0,3141
97449,0,0,-1,-1,-1,0,483,0,0,3144
97450,0,0,-1,-1,60000,4,29236,0,0,3087
97451,0,0,-1,-1,-1,0,483,0,0,3088
97453,0,0,-1,-1,-1,0,483,0,0,3875
97454,0,0,-1,-1,-1,0,483,0,0,2882
97455,0,2,0,-1,-1,0,18138,0,0,2163
97456,0,0,-1,-1,-1,0,483,0,0,3869
97457,0,0,-1,-1,-1,0,483,0,0,3870
97458,0,0,-1,-1,-1,0,483,0,0,3871
97459,0,0,-1,-1,-1,0,483,0,0,3091
97460,0,0,-1,-1,-1,0,483,0,0,3678
97461,0,0,-1,-1,-1,0,483,0,0,3679
97462,0,0,-1,-1,-1,0,483,0,0,3832
97463,0,0,-1,-1,-1,0,483,0,0,3608
97466,0,0,0,60000,-1,0,437,0,0,2478
97467,0,0,-1,0,0,59,1135,0,0,3773
97468,0,0,-1,0,-1,0,3408,0,0,3775
97469,0,0,-1,0,3000,79,2378,0,0,2458
97470,0,0,-1,1000,-1,0,8115,0,0,3012
97471,0,0,-1,0,-1,0,11202,0,0,3776
97472,0,0,-1,0,1000,59,11008,0,0,2593
97473,0,0,-1,0,1000,59,11009,0,0,2594
97474,0,0,-1,-1,-1,0,483,0,0,2883
97475,0,0,-1,1000,-1,0,8091,0,0,3013
97476,0,2,0,-1,-1,0,18107,0,0,2164
97477,0,0,-1,-1,-1,0,483,0,0,3099
97478,0,0,-1,-1,-1,0,483,0,0,3100
97479,0,0,-1,-1,3000,330,55884,0,0,2414
97480,0,0,-1,0,1000,59,11009,0,0,2595
97482,0,0,-1,0,1000,11,5006,0,0,3666
97483,0,0,-1,0,1000,11,435,0,0,2685
97484,0,2,0,-1,-1,0,16409,0,0,2912
97485,0,0,-1,0,60000,24,1090,0,0,2091
97487,0,0,-1,-1,-1,0,483,0,0,3112
97488,0,0,-1,-1,-1,0,483,0,0,3113
97489,0,2,0,-1,-1,0,18803,0,0,2243
97491,0,0,-5,120000,-1,0,9489,0,0,7667
97492,0,0,-1,-1,3000,330,55884,0,0,2413
97493,0,2,0,-1,-1,0,16415,0,0,2915
97494,0,0,-1,-1,-1,0,483,0,0,2699
97495,0,0,-1,-1,-1,0,483,0,0,2701
97496,0,0,-1,0,1000,11,5005,0,0,3220
97497,0,0,-1,0,60000,4,4042,0,0,3928
97498,0,0,-1,-1,-1,0,483,0,0,5141
97499,0,0,-1,-1,-1,0,483,0,0,4222
97500,0,0,-1,-1,-1,0,483,0,0,4223
97501,0,0,-1,1000,0,0,3594,0,0,3824
97502,0,0,-1,-1,-1,0,483,0,0,4226
97503,0,0,-1,-1,-1,0,483,0,0,4351
97504,0,0,-1,-1,-1,0,483,0,0,4352
97505,0,0,-1,-1,-1,0,483,0,0,4353
97506,0,0,-1,0,60000,24,4068,0,0,4390
97507,0,0,-1,-1,-1,0,483,0,0,5161
97508,0,0,-1,-1,-1,0,483,0,0,5163
97509,0,0,-1,-1,-1,0,483,0,0,4411
97510,0,0,0,2000,-1,0,4954,0,0,4704
97511,0,0,-1,10000,-1,0,4130,0,0,4481
97512,0,0,-1,-1,0,0,55884,0,0,4401
97513,0,0,-1,0,0,0,483,0,0,4176
97514,0,0,-1,0,0,0,483,0,0,4177
97515,0,0,-1,0,0,0,483,0,0,4178
97516,0,0,-1,600000,60000,24,4078,0,0,4391
97517,0,0,-1,0,120000,1153,4072,0,0,4392
97518,0,0,-1,-1,-1,0,483,0,0,5126
97519,0,0,-1,-1,-1,0,483,0,0,5127
97520,0,0,-1,-1,-1,0,483,0,0,4218
97521,0,0,-1,-1,-1,0,483,0,0,4220
97522,0,0,-1,-1,-1,0,483,0,0,4221
97523,0,0,-1,-1,-1,0,483,0,0,5142
97524,0,0,-1,-1,-1,0,483,0,0,5153
97525,0,0,0,-1,-1,0,1538,0,0,3710
97526,0,0,-1,-1,-1,0,483,0,0,5129
97527,0,0,-1,-1,-1,0,483,0,0,4282
97528,0,0,-1,-1,-1,0,483,0,0,4283
97529,0,0,-1,10000,-1,0,5316,0,0,5165
97530,0,0,-1,-1,-1,0,483,0,0,4296
97531,0,0,-1,-1,-1,0,483,0,0,4297
97532,0,0,-1,-1,-1,0,483,0,0,4298
97533,0,0,-1,-1,-1,0,483,0,0,4300
97534,0,0,0,0,0,0,4506,0,0,4559
97535,0,0,-1,-1,-1,0,3670,0,0,3930
97536,0,0,-3,1000,0,0,4318,0,0,4546
97537,0,0,-1,-1,-1,0,0,0,0,4224
97538,0,0,-1,-1,-1,0,483,0,0,4225
97539,0,0,-1,600000,60000,24,6084,0,0,5332
97542,0,0,-1,0,1000,11,433,0,0,5349
97544,0,0,-1,0,1000,11,434,0,0,2287
97546,0,0,-1,-1,-1,0,3974,0,0,4405
97547,0,0,-1,1000,-1,0,3975,0,0,4406
97548,0,0,-1,-1,-1,0,483,0,0,4161
97549,0,0,-1,-1,-1,0,483,0,0,4162
97550,0,0,-1,0,1000,59,430,0,0,5350
97551,0,0,-1,0,1000,11,5006,0,0,3726
97554,0,2,0,-1,-1,0,18078,0,0,3336
97555,0,0,-1,0,0,0,483,0,0,4188
97556,0,0,-1,0,0,0,483,0,0,4189
97557,0,0,0,1200000,15000,1141,9174,0,0,4264
97558,0,0,-1,1000,-1,0,2833,0,0,4265
97559,0,0,-1,0,3000,79,2367,0,0,2454
97560,0,0,-1,0,60000,4,437,0,0,2455
97561,0,0,-1,0,60000,4,2370,0,0,2456
97562,0,0,-1,0,1000,11,5006,0,0,3727
97563,0,0,-1,-1,-1,0,483,0,0,3138
97564,0,0,-1,-1,-1,0,483,0,0,4267
97565,0,0,-1,0,1000,11,5007,0,0,4457
97566,0,0,-1,1000,-1,0,8101,0,0,4422
97567,0,0,-1,-1,-1,0,483,0,0,4165
97568,0,0,-1,-1,-1,0,483,0,0,4166
97569,0,0,-1,-1,-1,0,483,0,0,4167
97570,0,0,-1,0,0,0,483,0,0,4168
97571,0,0,-1,0,0,0,483,0,0,4169
97572,0,0,-1,-1,-1,0,483,0,0,4268
97574,0,0,-1,0,1000,11,435,0,0,4593
97575,0,0,-1,0,1000,11,1127,0,0,4594
97576,0,0,-1,0,1000,59,11009,0,0,4595
97578,0,0,-1,-1,-1,0,4975,0,0,4750
97579,0,0,-1,-1,-1,0,483,0,0,4141
97580,0,0,-1,-1,-1,0,483,0,0,4142
97581,0,0,-1,-1,-1,0,483,0,0,4143
97582,0,0,-1,-1,-1,0,483,0,0,4301
97583,0,0,-1,-1,-1,0,483,0,0,4147
97584,0,0,-1,300000,-1,0,2791,0,0,4423
97586,0,0,-1,0,60000,24,4062,0,0,4598
97587,0,0,-1,0,1000,59,11009,0,0,4600
97588,0,0,-1,0,1000,11,1129,0,0,4601
97589,0,0,-1,0,1000,11,1129,0,0,4602
97590,0,0,-1,0,1000,11,1127,0,0,4603
97591,0,0,-1,-1,-1,0,483,0,0,4624
97592,0,0,-1,-1,-1,0,483,0,0,4416
97593,0,0,-1,-1,-1,0,483,0,0,4157
97594,0,0,-1,-1,-1,0,483,0,0,4158
97595,0,0,-1,0,1000,11,434,0,0,4592
97596,0,0,-1,-1,-1,0,483,0,0,4412
97597,0,0,-1,-1,-1,0,483,0,0,4413
97598,0,0,-1,-1,-1,0,483,0,0,4414
97599,0,0,-1,-1,-1,0,483,0,0,4415
97600,0,0,-1,10000,-1,0,4131,0,0,4480
97601,0,2,0,-1,-1,0,13496,0,0,4090
97602,0,0,-1,-1,-1,0,483,0,0,5484
97603,0,0,-1,-1,-1,0,483,0,0,5485
97604,0,1,0,-1,-1,0,9133,0,0,4248
97605,0,0,-1,-1,-1,0,483,0,0,4409
97606,0,0,-1,-1,-1,0,483,0,0,4410
97609,0,0,-1,-1,-1,0,483,0,0,3115
97610,0,0,-1,0,60000,24,4065,0,0,4370
97611,0,0,-1,0,60000,4,440,0,0,4596
97612,0,0,-1,-1,-1,0,483,0,0,4597
97613,0,0,-1,-1,-1,0,483,0,0,4163
97614,0,0,-1,-1,-1,0,483,0,0,4345
97615,0,0,-1,-1,-1,0,483,0,0,4202
97616,0,0,-1,1000,-1,0,3113,0,0,3240
97617,0,0,-1,1000,-1,0,3114,0,0,3241
97618,0,0,-1,-1,-1,0,483,0,0,4198
